SRR4425681,SRR4425689,SRR4425715,SRR4425701,SRR4425700,SRR4425686,SRR4425680,SRR4425695,SRR4425678,SRR4425687,SRR4425719,SRR4425688,SRR4425667,SRR4425699,SRR4425705,SRR4425716,SRR4425713,SRR4425708,SRR4425707,SRR4425694,SRR4425690,SRR4425659,SRR4425683,SRR4425685,SRR4425668,SRR4425693,SRR4425704,SRR4425670,SRR4425662,SRR4425712,SRR4425676,SRR4425706,SRR4425677,SRR4425702,SRR4425656,SRR4425660,SRR4425718,SRR4425709,SRR4425703,SRR4425672,SRR4425673,SRR4425697,SRR4425710,SRR4425684,SRR4425666,SRR4425714,SRR4425711,SRR4425717,SRR4425671,SRR4425679,SRR4425661,SRR4425698,SRR4425669,SRR4425692,SRR4425664,SRR4425657,SRR4425675,SRR4425691,SRR4425696,SRR4425658,SRR4425682,SRR4425663,SRR4425665,SRR4425674
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,112.0,0,74175.0,23649.0,14075.0,449.0,55.0,66.0,176.0,0,5692.0,0,116.0,9686.0,3864.0,0,11511.0,0,66.0,0,20.0,59597.0,143.0,54.0,98.0,696.0,24706.0,82.0,56671.0,3867.0,60.0,14016.0,69.0,22590.0,0,36703.0,5889.0,99.0,10944.0,0,111.0,32571.0,51420.0,222.0,683.0,39628.0,72755.0,0,0,230.0,55397.0,28097.0,81.0,0,900.0,13646.0,65.0,0,101.0,48483.0,143.0,551.0,349.0,44.0
MEG_7234|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1380.0,0,65363.0,12337.0,26769.0,0,0,685.0,0,0,83731.0,0,1232.0,34591.0,41853.0,0,169740.0,0,0,0,198.0,299845.0,0,0,389.0,0,5930.0,222.0,305535.0,157455.0,1831.0,13264.0,0,25584.0,0,255366.0,94648.0,251.0,10535.0,0,1530.0,139769.0,55733.0,0,14290.0,76736.0,26559.0,0,0,0,259512.0,59911.0,610.0,0,16244.0,15125.0,792.0,0,1272.0,6208.0,1648.0,10231.0,5239.0,1072.0
MEG_6650|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2571.0,0
MEG_7094|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,1117.0,0,2061.0,213.0,3203.0,49.0,251.0,0,47.0,0,1625.0,0,0,8497.0,0,0,7255.0,0,0,0,0,228260.0,26.0,133.0,0,0,173.0,0,229202.0,2740.0,1494.0,0,69.0,651.0,0,193925.0,4709.0,0,502.0,0,1043.0,41899.0,5113.0,79.0,0,23610.0,17507.0,0,0,39.0,212345.0,11551.0,0,0,0,0,404.0,0,0,0,1255.0,0,0,0
MEG_6676|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,286.0,371.0,331.0,0,0,0,0,0,0,0,0,43.0,0,0,164.0,0,0,0,0,216.0,0,0,0,0,44.0,0,544.0,0,0,384.0,0,84.0,0,145.0,0,0,143.0,0,0,105.0,625.0,0,0,315.0,0,0,0,0,382.0,349.0,0,0,0,197.0,0,0,0,0,0,0,0,0
MEG_2722|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,125.0,0,204193.0,76793.0,28235.0,674.0,91.0,101.0,362.0,0,11562.0,14.0,274.0,20441.0,7942.0,0,18349.0,0,117.0,0,0,103221.0,267.0,129.0,194.0,854.0,63987.0,192.0,100494.0,6180.0,59.0,29630.0,110.0,52420.0,0,62979.0,9760.0,155.0,22771.0,0,143.0,68966.0,116797.0,319.0,1682.0,67619.0,122528.0,0,0,338.0,108554.0,59615.0,248.0,0,2007.0,28601.0,92.0,0,94.0,105401.0,187.0,1015.0,753.0,58.0
MEG_2911|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,261.0,0,0,0,0,0,0,0,527.0,0,36.0,0,214.0,0,925.0,0,0,0,0,0,0,0,0,0,104.0,0,32.0,430.0,0,31.0,0,0,0,0,293.0,0,0,0,0,0,0,0,338.0,0,119.0,0,0,0,0,34.0,0,0,415.0,0,0,0,0,725.0,0,225.0,122.0,0
MEG_7152|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,881.0,90.0,59910.0,16517.0,20913.0,143.0,60.0,283.0,115.0,428.0,168469.0,212.0,2942.0,20170.0,77319.0,0,640122.0,436.0,540.0,0,449.0,199805.0,140.0,66.0,774.0,379.0,5699.0,348.0,198516.0,309433.0,1081.0,27855.0,66.0,27663.0,0,160845.0,255388.0,889.0,6425.0,0,941.0,117199.0,85504.0,33.0,27025.0,38997.0,15743.0,0,0,73.0,133041.0,35588.0,1102.0,0,29477.0,23334.0,668.0,0,796.0,10088.0,987.0,16567.0,10665.0,776.0
MEG_1044|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,469.0,226.0,2508.0,0,0,0,0,0,392.0,0,33.0,1357.0,137.0,0,3209.0,0,0,0,0,9355.0,0,0,0,0,136.0,0,2797.0,728.0,0,26.0,0,422.0,0,5313.0,1097.0,0,373.0,0,0,1911.0,486.0,0,373.0,1945.0,1224.0,0,0,0,1869.0,4928.0,0,0,478.0,682.0,0,0,0,0,16.0,232.0,170.0,0
MEG_6707|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,427.0,180.0,171.0,0,0,0,0,0,33.0,0,0,22.0,0,0,106.0,0,0,0,0,353.0,0,0,0,0,48.0,0,402.0,0,0,143.0,0,43.0,0,115.0,0,0,178.0,0,0,34.0,525.0,0,40.0,338.0,109.0,0,0,0,208.0,146.0,0,0,33.0,68.0,0,0,0,0,0,0,0,0
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,187.0,0,152055.0,64898.0,28265.0,1301.0,155.0,263.0,566.0,0,8643.0,0,295.0,19543.0,9014.0,0,16076.0,0,160.0,0,27.0,96976.0,445.0,188.0,249.0,1548.0,58491.0,230.0,91612.0,5945.0,138.0,30318.0,173.0,43793.0,0,57614.0,9069.0,226.0,19424.0,0,234.0,74574.0,94664.0,509.0,2131.0,56127.0,93829.0,0,0,618.0,84259.0,56320.0,288.0,0,2873.0,29628.0,163.0,0,244.0,109641.0,336.0,1695.0,1249.0,59.0
MEG_1627|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.0,0,0,0,0,0,0,15.0,17.0,0,307.0,0,0,0,0,0,0,195.0,121.0,0
MEG_808|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,1131.0,0,0,0,0,0,0,0,0,0,193.0,144.0,0,0,0,0,0,0,0,385.0,0,0,55.0,0,0,0,714.0,0,0,0,0,406.0,0,332.0,0,0,203.0,0,0,127.0,479.0,0,577.0,1360.0,1424.0,0,0,0,1523.0,763.0,54.0,0,647.0,0,0,0,0,0,0,397.0,250.0,0
MEG_7488|Drugs|Glycopeptides|VanA-type_regulator|VANSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_894|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,2714.0,1523.0,340.0,0,0,0,0,0,55.0,0,351.0,589.0,184.0,0,0,0,0,0,0,931.0,0,0,85.0,0,1151.0,18.0,3016.0,131.0,0,0,0,2228.0,0,925.0,65.0,0,696.0,0,0,757.0,1741.0,0,667.0,2967.0,3648.0,0,0,0,2966.0,3198.0,76.0,0,811.0,24.0,0,0,0,397.0,0,396.0,272.0,0
MEG_2445|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CUID,0,0,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7253|Drugs|betalactams|Class_A_betalactamases|TLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,41.0,0,0,0,0,0,0,0,0,188.0,0
MEG_3839|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,0,0,0,0,0,0,0,0,0,0,129.0,0,0,0,0,0,0,0,0,12.0,0,0,77.0,0,0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6193.0,0,138.0,0,0,0,0,0,132.0,6.0,6985.0,0,0,0,0,27.0,0,4173.0,2341.0,0
MEG_6917|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,187.0,107.0,131.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,207.0,0,0,147.0,0,0,0,0,0,68.0,0,0,0,30.0,0,0,0,0,0,0,0,0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,91.0,0,183587.0,41381.0,25561.0,683.0,90.0,100.0,396.0,0,11802.0,15.0,210.0,15366.0,5417.0,0,17846.0,0,142.0,0,18.0,101853.0,216.0,118.0,141.0,867.0,39814.0,93.0,96108.0,6197.0,77.0,25163.0,113.0,30728.0,0,56003.0,9524.0,134.0,15205.0,0,131.0,54255.0,98597.0,326.0,1085.0,59655.0,90564.0,0,0,371.0,97419.0,43579.0,159.0,0,1256.0,24397.0,97.0,0,125.0,83580.0,181.0,693.0,603.0,58.0
MEG_6071|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTF,0,0,0,0,1201.0,0,0,37.0,0,0,0,0,0,940.0,0,0,0,0,0,0,0,2587.0,0,0,0,0,0,0,4276.0,0,0,0,0,0,0,1082.0,0,0,0,0,21.0,4061.0,0,0,0,0,0,0,0,0,4760.0,2934.0,0,0,0,0,32.0,0,39.0,0,34.0,0,0,0
MEG_5360|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20890.0,11349.0,0
MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN,39.0,242.0,388.0,0,0,0,0,0,0,1722.0,122002.0,327.0,0,13.0,2390.0,0,340781.0,2379.0,1577.0,0,1365.0,8782.0,0,0,0,1401.0,0,0,4938.0,369233.0,59.0,2340.0,0,0,0,4423.0,155479.0,2589.0,0,0,38.0,0,308.0,0,121.0,1300.0,1386.0,0,0,0,2186.0,0,0,0,117.0,1279.0,26.0,0,37.0,1532.0,64.0,145.0,196.0,19.0
MEG_4926|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,6850.0,0,0,0,0,0,0,0,0,0,0,0,1612.0,0,0,449.0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,14.0,0,26090.0,0,0,0,0,0,0,0,2134.0,0,31387.0,0,0,0,0,0,0,18005.0,10240.0,0
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,235.0,0,331461.0,112396.0,62606.0,1048.0,211.0,213.0,377.0,18.0,24615.0,0,658.0,45381.0,20099.0,0,35522.0,0,188.0,0,34.0,211682.0,328.0,220.0,388.0,1759.0,108978.0,438.0,210071.0,13634.0,178.0,64517.0,155.0,118941.0,0,128852.0,20234.0,284.0,54334.0,0,220.0,129827.0,167157.0,530.0,2703.0,135252.0,240096.0,0,0,518.0,209148.0,133902.0,460.0,0,2936.0,62094.0,182.0,0,238.0,241850.0,368.0,1685.0,1277.0,73.0
MEG_4975|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,5059.0,0,0,0,0,0,0,0,0,0,0,0,1170.0,0,0,366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,38713.0,0,0,0,0,0,0,0,1283.0,0,46675.0,0,0,0,0,0,0,26357.0,16497.0,0
MEG_59|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7093|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,952.0,0,124796.0,13898.0,7668.0,310.0,0,396.0,189.0,0,2592.0,0,0,15076.0,340.0,0,15994.0,0,0,0,0,297682.0,0,210.0,0,0,9058.0,0,299175.0,3581.0,1080.0,267.0,99.0,25557.0,0,228022.0,22264.0,0,8301.0,0,698.0,73647.0,72097.0,105.0,0,149700.0,88201.0,0,0,205.0,239846.0,21797.0,0,0,147.0,142.0,240.0,0,754.0,1403.0,1090.0,0,137.0,496.0
MEG_4171|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,86.0,0,101454.0,14623.0,7477.0,428.0,43.0,118.0,141.0,0,5595.0,0,48.0,4689.0,2235.0,0,8270.0,15.0,69.0,0,14.0,50631.0,146.0,110.0,34.0,643.0,16093.0,45.0,47509.0,2864.0,63.0,8311.0,65.0,8887.0,0,27229.0,4966.0,106.0,4990.0,0,94.0,21047.0,39233.0,254.0,515.0,28896.0,44660.0,0,0,189.0,47006.0,14330.0,51.0,0,573.0,8409.0,78.0,0,128.0,29267.0,154.0,385.0,404.0,43.0
MEG_980|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,0,0,1440.0,557.0,2548.0,0,0,0,0,0,573.0,0,0,4988.0,6921.0,0,148.0,0,0,0,0,8348.0,0,0,0,0,208.0,0,3409.0,1732.0,0,122.0,0,3211.0,0,7414.0,182.0,0,1753.0,0,27.0,5402.0,1527.0,0,69.0,10325.0,3587.0,0,0,0,5324.0,13874.0,0,0,51.0,232.0,0,0,0,77.0,0,53.0,0,0
MEG_4751|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.0,0,0,0,0,0,0,0,0,0,317.0,0,0,0,0,0,0,210.0,188.0,0
MEG_6608|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,4062.0,2778.0,112.0,0,22.0,0,0,0,121.0,0,4315.0,221.0,815.0,0,51.0,0,0,0,0,354.0,0,21.0,1035.0,0,1506.0,345.0,1407.0,289.0,0,130.0,21.0,20601.0,0,297.0,31.0,0,12274.0,0,0,293.0,4074.0,23.0,17408.0,18387.0,14211.0,0,0,0,583.0,1201.0,1118.0,0,21526.0,554.0,0,0,0,24.0,0,11898.0,6274.0,0
MEG_2952|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,733.0,224.0,0,0,0,0,0,0,0,0,808.0,0,0,0,0,0,0,470.0,502.0,0
MEG_7355|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_682|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0,0,0,0,0,0,0,0,0,0,103.0,0,0,0,0,0,0,83.0,0,0
MEG_7623|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATC,0,0,819.0,69.0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,0,0,0,0,0,0,245.0,0,0,0,0,156.0,0,0,0,1294.0,25.0,0,5242.0,4463.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2992|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0
MEG_4331|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0,0,0,0,0,0,0,0,0,0,109.0,0,0,0,0,0,0,0,0,0
MEG_1135|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988.0,0,0,0,0,0,0,0,0,0,1311.0,0,0,0,0,0,0,0,0,0
MEG_3250|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7457.0,4590.0,0
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,0,0,4210.0,632.0,153.0,0,0,0,0,0,207.0,0,0,111.0,50.0,0,307.0,0,0,0,0,1545.0,0,0,0,0,563.0,0,1544.0,120.0,0,172.0,0,467.0,0,949.0,195.0,0,174.0,0,0,364.0,1960.0,0,24.0,1379.0,2108.0,0,0,0,1314.0,298.0,0,0,0,229.0,0,0,0,841.0,0,34.0,0,0
MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,85.0,0,94093.0,30407.0,19937.0,471.0,55.0,83.0,228.0,0,6446.0,0,179.0,13230.0,4371.0,0,11837.0,0,77.0,0,0,70480.0,142.0,97.0,127.0,595.0,32220.0,103.0,65095.0,3658.0,44.0,19483.0,59.0,26092.0,0,39625.0,6086.0,91.0,12335.0,0,102.0,38730.0,59769.0,193.0,1277.0,36947.0,64570.0,0,0,206.0,59790.0,34464.0,128.0,0,1752.0,18392.0,71.0,0,73.0,66728.0,135.0,821.0,748.0,0
MEG_6681|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,468.0,416.0,322.0,0,0,0,0,0,0,0,0,40.0,0,0,297.0,0,0,0,0,422.0,0,0,0,0,63.0,0,1003.0,0,0,337.0,0,90.0,0,267.0,0,0,176.0,0,0,79.0,990.0,0,34.0,627.0,209.0,0,0,0,585.0,276.0,0,0,0,171.0,0,0,0,0,0,0,0,0
MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,3512.0,1521.0,476.0,0,0,0,0,0,106.0,0,411.0,722.0,354.0,0,41.0,0,0,0,0,1891.0,0,0,92.0,0,1095.0,30.0,2797.0,211.0,0,27.0,0,3076.0,0,1443.0,91.0,0,804.0,0,0,672.0,2007.0,0,901.0,4254.0,6272.0,0,0,0,5527.0,4092.0,95.0,0,1155.0,49.0,0,0,0,714.0,0,709.0,451.0,0
MEG_3888|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,35.0,16.0,0
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,0,0,2807.0,904.0,1721.0,0,0,0,25.0,0,11646.0,0,6953.0,1136.0,1066.0,35.0,37202.0,0,0,45.0,0,43760.0,21.0,0,1524.0,0,81.0,808.0,18402.0,32108.0,35.0,219.0,0,0,48.0,11032.0,24690.0,0,123.0,39.0,0,5196.0,10888.0,0,130604.0,3678.0,250.0,60.0,28.0,0,5989.0,1915.0,2863.0,37.0,149493.0,168.0,0,11.0,0,194.0,55.0,85639.0,42775.0,0
MEG_4285|Drugs|betalactams|Mutant_porin_proteins|OMPD,0,0,1442.0,906.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,0,55.0,0,0,0,8502.0,0,0,717.0,317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1231.0,299.0,249460.0,2111.0,610.0,2679.0,2010.0,506.0,1518.0,1382.0,76215.0,461.0,0,1535.0,2044.0,0,198074.0,1773.0,1710.0,0,1173.0,69827.0,1528.0,2165.0,0,1353.0,2699.0,0,81689.0,148689.0,1864.0,1917.0,1841.0,2672.0,0,46131.0,80351.0,2076.0,2534.0,0,1169.0,1185.0,102386.0,2099.0,38367.0,213293.0,118030.0,0,0,1609.0,75614.0,0,0,0,50833.0,1512.0,829.0,0,1298.0,1687.0,1610.0,29282.0,16339.0,1284.0
MEG_7842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI,247.0,0,583.0,557.0,111.0,1262.0,161.0,175.0,642.0,0,0,0,0,128.0,0,0,0,0,216.0,0,44.0,121.0,478.0,191.0,0,1414.0,854.0,0,92.0,0,154.0,164.0,169.0,119.0,0,159.0,0,237.0,125.0,0,250.0,0,334.0,541.0,0,0,126.0,0,0,675.0,96.0,57.0,0,0,0,104.0,193.0,0,221.0,1379.0,378.0,0,0,93.0
MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,54762.0,822.0,0,1137.0,849.0,0,519.0,0,0,0,0,0,0,0,0,0,0,0,0,7917.0,509.0,940.0,0,0,1150.0,0,0,0,0,0,508.0,939.0,0,6066.0,0,0,1119.0,0,0,0,41536.0,906.0,2726.0,80500.0,46696.0,0,0,653.0,0,0,0,0,3149.0,0,0,0,0,0,0,1932.0,0,0
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,109.0,35.0,52895.0,20959.0,20050.0,121.0,38.0,0,116.0,129.0,126369.0,0,480.0,11602.0,12921.0,0,184085.0,39.0,75.0,0,208.0,260056.0,182.0,75.0,101.0,45.0,3950.0,67.0,107469.0,182287.0,107.0,2001.0,0,9320.0,0,69632.0,135994.0,0,5855.0,0,132.0,56061.0,127866.0,0,4051.0,74241.0,5936.0,0,0,20.0,36170.0,22424.0,176.0,0,5191.0,4855.0,210.0,0,126.0,1362.0,409.0,2806.0,2057.0,50.0
MEG_7839|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_SMR_efflux_pump|YKKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,36.0,0
MEG_7306|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,35275.0,1894.0,0,1288.0,3013.0,0,1184.0,621.0,24141.0,0,2345.0,0,0,1681.0,33183.0,0,0,1864.0,0,21380.0,1451.0,2451.0,1984.0,0,996.0,1747.0,26655.0,44940.0,0,0,3471.0,4300.0,1909.0,17212.0,24140.0,0,3607.0,1633.0,0,0,26948.0,2301.0,260844.0,48156.0,24626.0,1655.0,1841.0,521.0,17446.0,0,4075.0,2171.0,358492.0,0,0,1094.0,0,0,0,215569.0,99793.0,0
MEG_1103|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|APMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,0,0,0,118.0,0,0,0,0,0,0,82.0,64.0,0
MEG_3872|Metals|Mercury_resistance|Mercury_resistance_protein|MERH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,0,0,0,0,92.0,0,0,0,0,0,0,242.0,342.0,0
MEG_6919|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,377.0,277.0,146.0,0,0,0,0,0,31.0,0,0,22.0,0,0,0,0,0,0,0,479.0,0,0,0,0,108.0,0,212.0,0,0,153.0,0,34.0,0,148.0,0,0,175.0,0,0,38.0,527.0,0,127.0,196.0,57.0,0,0,0,136.0,124.0,0,0,132.0,62.0,0,0,0,0,0,67.0,0,0
MEG_2461|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA,0,0,0,0,0,0,0,0,0,0,0,0,0,167.0,9701.0,0,0,0,0,0,0,0,0,0,0,0,909.0,0,0,0,0,537.0,0,0,0,0,0,0,0,0,0,2988.0,0,0,1193.0,0,0,0,0,0,0,0,0,0,1350.0,0,0,0,0,125.0,0,1046.0,0,0
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,146.0,0,125632.0,26594.0,12986.0,706.0,114.0,123.0,240.0,0,8469.0,0,94.0,10494.0,4003.0,0,13980.0,0,122.0,0,16.0,88896.0,242.0,110.0,100.0,920.0,26708.0,126.0,81701.0,5351.0,91.0,13825.0,95.0,23066.0,0,49327.0,8050.0,146.0,11709.0,0,144.0,30960.0,63395.0,355.0,1094.0,50040.0,83787.0,0,0,367.0,85389.0,29956.0,126.0,0,1408.0,13663.0,111.0,0,162.0,50278.0,244.0,729.0,502.0,63.0
MEG_7076|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,0,0,0,0,199.0,0,0,0,0,0,1128.0,0,119.0,0,0,0,4143.0,0,0,0,0,741.0,0,0,38.0,0,0,0,0,1123.0,0,0,0,0,0,391.0,586.0,0,0,0,0,354.0,0,0,2224.0,1768.0,0,0,0,0,253.0,129.0,68.0,0,2712.0,0,0,0,0,0,0,1539.0,743.0,0
