SRR4425674.kraken.filtered.report,SRR4425663.kraken.filtered.report,SRR4425666.kraken.filtered.report,SRR4425692.kraken.filtered.report,SRR4425683.kraken.filtered.report,SRR4425709.kraken.filtered.report,SRR4425690.kraken.filtered.report,SRR4425688.kraken.filtered.report,SRR4425719.kraken.filtered.report,SRR4425681.kraken.filtered.report,SRR4425710.kraken.filtered.report,SRR4425687.kraken.filtered.report,SRR4425711.kraken.filtered.report,SRR4425661.kraken.filtered.report,SRR4425658.kraken.filtered.report,SRR4425660.kraken.filtered.report,SRR4425662.kraken.filtered.report,SRR4425697.kraken.filtered.report,SRR4425678.kraken.filtered.report,SRR4425718.kraken.filtered.report,SRR4425684.kraken.filtered.report,SRR4425659.kraken.filtered.report,SRR4425696.kraken.filtered.report,SRR4425689.kraken.filtered.report,SRR4425715.kraken.filtered.report,SRR4425694.kraken.filtered.report,SRR4425712.kraken.filtered.report,SRR4425695.kraken.filtered.report,SRR4425691.kraken.filtered.report,SRR4425664.kraken.filtered.report,SRR4425713.kraken.filtered.report,SRR4425703.kraken.filtered.report,SRR4425682.kraken.filtered.report,SRR4425685.kraken.filtered.report,SRR4425698.kraken.filtered.report,SRR4425714.kraken.filtered.report,SRR4425706.kraken.filtered.report,SRR4425665.kraken.filtered.report,SRR4425702.kraken.filtered.report,SRR4425701.kraken.filtered.report,SRR4425656.kraken.filtered.report,SRR4425686.kraken.filtered.report
"Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc carnosum",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Aerococcus",0.0,6.0,0.0,2.0,10631.0,0.0,2.0,0.0,0.0,154.0,6764.0,28.0,1143.0,13.0,0.0,104.0,39.0,0.0,0.0,1.0,5161.0,114.0,101.0,0.0,3147.0,1.0,16.0,32.0,0.0,0.0,0.0,0.0,300.0,6673.0,0.0,1762.0,0.0,12.0,0.0,0.0,0.0,5363.0
"Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Aerococcus|Aerococcus viridans",0.0,3.0,0.0,2.0,137.0,0.0,0.0,0.0,0.0,7.0,106.0,2.0,16.0,3.0,0.0,8.0,2.0,0.0,0.0,0.0,91.0,11.0,11.0,0.0,65.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,30.0,97.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,80.0
"Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium|Carnobacterium maltaromaticum",0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium|Carnobacterium divergens",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales",0.0,98.0,126.0,13.0,4592.0,0.0,3.0,2.0,43.0,10.0,6074.0,13.0,4378.0,84.0,0.0,205.0,91.0,0.0,0.0,86.0,6101.0,330.0,10.0,4.0,8444.0,17.0,114.0,5.0,4.0,106.0,21.0,0.0,15.0,8384.0,0.0,8788.0,0.0,47.0,0.0,0.0,12.0,7751.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae",0.0,28.0,23.0,2.0,1378.0,0.0,0.0,0.0,2.0,12.0,1926.0,0.0,1342.0,438.0,0.0,1082.0,644.0,0.0,0.0,0.0,2605.0,2366.0,6.0,0.0,2556.0,1.0,2.0,0.0,0.0,37.0,0.0,0.0,17.0,3505.0,0.0,2609.0,0.0,6.0,0.0,0.0,2.0,2323.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus",0.0,311.0,410.0,42.0,22202.0,0.0,0.0,1.0,3.0,42.0,18393.0,55.0,10207.0,31.0,0.0,166.0,64.0,0.0,0.0,5.0,18158.0,176.0,16.0,0.0,17315.0,26.0,35.0,7.0,10.0,461.0,5.0,0.0,66.0,29767.0,0.0,19106.0,0.0,191.0,0.0,0.0,26.0,37884.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus",0.0,63.0,43.0,2.0,4277.0,0.0,1.0,0.0,2.0,8.0,1654.0,0.0,885.0,745.0,0.0,1694.0,876.0,0.0,0.0,1.0,7164.0,3228.0,4.0,0.0,1738.0,4.0,0.0,2.0,0.0,85.0,1.0,0.0,4.0,9878.0,0.0,1413.0,0.0,35.0,0.0,0.0,1.0,6461.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus epidermidis",0.0,26.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,10.0,9.0,0.0,0.0,1.0,0.0,7.0,6.0,0.0,3.0,10.0,0.0,0.0,1.0,26.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,9.0,6.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus haemolyticus",0.0,11.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus hominis",0.0,4.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,22.0,0.0,0.0,9.0,0.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus saprophyticus",0.0,2.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,47.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus pseudintermedius",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Jeotgalicoccus|Jeotgalicoccus saudimassiliensis",0.0,4.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,30.0,60.0,0.0,41.0,4.0,0.0,20.0,1.0,0.0,0.0,0.0,172.0,6.0,9.0,0.0,70.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,58.0,290.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,155.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Auricoccus|Auricoccus indicus",0.0,2.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,100.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,35.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae",0.0,12.0,19.0,3.0,88.0,0.0,2.0,2.0,15.0,0.0,30.0,7.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,122.0,0.0,0.0,0.0,22.0,6.0,14.0,0.0,1.0,18.0,7.0,0.0,0.0,116.0,0.0,12.0,0.0,8.0,0.0,0.0,4.0,79.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus",0.0,318.0,322.0,62.0,26.0,0.0,47.0,9.0,123.0,5.0,23.0,71.0,114.0,11.0,0.0,4.0,8.0,0.0,0.0,197.0,963.0,3.0,2.0,32.0,20.0,66.0,249.0,1.0,21.0,318.0,50.0,0.0,2.0,18.0,0.0,12.0,0.0,238.0,0.0,0.0,61.0,49.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cereus",0.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,8.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,11.0,0.0,2.0,0.0,0.0,1.0,1.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus coagulans",0.0,5.0,0.0,4.0,0.0,0.0,6.0,2.0,0.0,13.0,2.0,6.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,7.0,3.0,0.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus thermoamylovorans",0.0,3.0,0.0,0.0,5.0,0.0,6.0,2.0,4.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|NA|Exiguobacterium|Exiguobacterium sp. ZWU0009",0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|Kyrpidia|Kyrpidia tusciae",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Clostridia",0.0,146.0,97.0,90.0,61.0,0.0,26.0,18.0,23.0,496.0,28.0,9.0,1.0,51.0,0.0,167.0,56.0,0.0,0.0,10.0,17.0,169.0,237.0,2.0,28.0,109.0,8.0,114.0,41.0,62.0,17.0,0.0,751.0,19.0,0.0,3.0,0.0,236.0,0.0,0.0,119.0,92.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales",0.0,12658.0,20525.0,991.0,42930.0,0.0,4562.0,2936.0,240021.0,16362.0,141395.0,4012.0,34405.0,213858.0,0.0,366142.0,429824.0,0.0,0.0,503336.0,4101.0,390106.0,19163.0,983.0,42820.0,743.0,651004.0,9325.0,282.0,22775.0,778742.0,0.0,20745.0,11586.0,0.0,61260.0,0.0,8898.0,0.0,0.0,731.0,21568.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae",0.0,187.0,105.0,142.0,1319.0,0.0,420.0,315.0,748.0,128.0,851.0,170.0,25.0,14.0,0.0,103.0,72.0,0.0,0.0,140.0,124.0,125.0,183.0,34.0,451.0,101.0,88.0,24.0,42.0,59.0,737.0,0.0,340.0,295.0,0.0,76.0,0.0,383.0,0.0,0.0,80.0,556.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA|[Eubacterium] rectale",0.0,1409.0,1267.0,819.0,1.0,0.0,2342.0,1590.0,4599.0,10.0,2.0,710.0,0.0,8.0,0.0,22.0,28.0,0.0,0.0,647.0,0.0,66.0,45.0,120.0,0.0,521.0,783.0,15.0,167.0,777.0,3092.0,0.0,90.0,0.0,0.0,0.0,0.0,2384.0,0.0,0.0,412.0,2.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes|Anaerostipes hadrus",0.0,981.0,607.0,1247.0,11.0,0.0,35.0,316.0,92.0,24.0,10.0,27.0,3.0,6.0,0.0,29.0,14.0,0.0,0.0,29.0,7.0,56.0,43.0,2.0,0.0,767.0,3.0,13.0,250.0,313.0,253.0,0.0,82.0,1.0,0.0,1.0,0.0,1772.0,0.0,0.0,733.0,4.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium",0.0,58.0,26.0,46.0,87.0,0.0,3.0,5.0,6.0,1.0,76.0,1.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,11.0,0.0,6.0,1.0,41.0,40.0,0.0,3.0,13.0,9.0,3.0,0.0,6.0,27.0,0.0,14.0,0.0,90.0,0.0,0.0,24.0,49.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|Lachnoclostridium sp. YL32",0.0,20.0,12.0,6.0,24.0,0.0,21.0,18.0,43.0,3.0,14.0,24.0,0.0,5.0,0.0,14.0,19.0,0.0,0.0,31.0,6.0,8.0,29.0,6.0,14.0,2.0,13.0,2.0,0.0,6.0,29.0,0.0,4.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,3.0,19.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] bolteae",0.0,19.0,12.0,42.0,54.0,0.0,7.0,2.0,5.0,13.0,54.0,9.0,3.0,6.0,0.0,9.0,4.0,0.0,0.0,0.0,3.0,11.0,13.0,0.0,53.0,25.0,2.0,8.0,4.0,24.0,0.0,0.0,10.0,17.0,0.0,7.0,0.0,74.0,0.0,0.0,13.0,37.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] saccharolyticum",0.0,13.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,4.0,0.0,14.0,11.0,0.0,0.0,1.0,0.0,18.0,21.0,0.0,0.0,4.0,2.0,4.0,6.0,11.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia",0.0,8.0,2.0,8.0,6.0,0.0,70.0,73.0,59.0,1.0,7.0,82.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,6.0,2.0,0.0,9.0,1.0,8.0,16.0,0.0,2.0,0.0,48.0,0.0,2.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,4.0,7.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia hansenii",0.0,82.0,41.0,61.0,79.0,0.0,291.0,250.0,314.0,26.0,72.0,374.0,2.0,14.0,0.0,40.0,12.0,0.0,0.0,161.0,9.0,63.0,46.0,31.0,46.0,34.0,117.0,20.0,10.0,28.0,291.0,0.0,66.0,24.0,0.0,8.0,0.0,129.0,0.0,0.0,31.0,51.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia sp. N6H1-15",0.0,9.0,0.0,10.0,9.0,0.0,30.0,11.0,34.0,36.0,3.0,16.0,0.0,0.0,0.0,34.0,9.0,0.0,0.0,15.0,1.0,28.0,54.0,3.0,7.0,5.0,3.0,2.0,2.0,0.0,19.0,0.0,36.0,5.0,0.0,1.0,0.0,58.0,0.0,0.0,4.0,4.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia|Roseburia hominis",0.0,91.0,95.0,61.0,1127.0,0.0,119.0,44.0,359.0,3127.0,1696.0,100.0,79.0,3836.0,0.0,5383.0,6425.0,0.0,0.0,154.0,112.0,6465.0,3694.0,25.0,700.0,39.0,346.0,1185.0,14.0,32.0,741.0,0.0,3767.0,297.0,0.0,318.0,0.0,192.0,0.0,0.0,32.0,585.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio fibrisolvens",0.0,75.0,43.0,51.0,15.0,0.0,2086.0,494.0,3699.0,99.0,10.0,1942.0,0.0,12.0,0.0,74.0,38.0,0.0,0.0,1183.0,2.0,51.0,120.0,492.0,6.0,44.0,803.0,36.0,22.0,31.0,559.0,0.0,136.0,0.0,0.0,2.0,0.0,97.0,0.0,0.0,51.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Herbinix|Herbinix luporum",0.0,43.0,33.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,21.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotignum|Anaerotignum propionicum",0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae",0.0,48.0,61.0,51.0,14.0,0.0,24.0,19.0,65.0,0.0,17.0,26.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,16.0,3.0,0.0,1.0,5.0,22.0,56.0,28.0,0.0,25.0,13.0,39.0,0.0,0.0,2.0,0.0,2.0,0.0,88.0,0.0,0.0,76.0,16.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium",0.0,200.0,164.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,74.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,182.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|Ruminiclostridium thermocellum",0.0,659.0,815.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,8.0,1352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,0.0,0.0,24.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] clariflavum",0.0,12.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,29.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] thermosuccinogenes",0.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,10.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] stercorarium",0.0,6.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,10.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] cellulolyticum",0.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] cellulosi",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Faecalibacterium|Faecalibacterium prausnitzii",0.0,736.0,468.0,380.0,185.0,0.0,573.0,1316.0,1864.0,918.0,237.0,873.0,4.0,251.0,0.0,966.0,788.0,0.0,0.0,915.0,5.0,732.0,1433.0,224.0,41.0,277.0,1052.0,375.0,108.0,335.0,2551.0,0.0,1136.0,19.0,0.0,13.0,0.0,1215.0,0.0,0.0,250.0,30.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus",0.0,19.0,19.0,16.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,15.0,0.0,7.0,9.0,0.0,0.0,1.0,0.0,5.0,7.0,1.0,0.0,7.0,0.0,7.0,3.0,11.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus bicirculans",0.0,304.0,180.0,206.0,0.0,0.0,0.0,1.0,29.0,4.0,0.0,0.0,0.0,15.0,0.0,15.0,6.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,127.0,0.0,0.0,39.0,127.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,99.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus champanellensis",0.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,215.0,2.0,1.0,0.0,33.0,0.0,193.0,68.0,0.0,0.0,0.0,0.0,71.0,100.0,0.0,0.0,5.0,3.0,53.0,1.0,4.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,3.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus albus",0.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,2.0,98.0,0.0,0.0,0.0,25.0,0.0,101.0,15.0,0.0,0.0,5.0,0.0,25.0,22.0,0.0,0.0,2.0,0.0,33.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Herbivorax|Herbivorax saccincola",0.0,67.0,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ethanoligenens|Ethanoligenens harbinense",0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Syntrophomonadaceae",0.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Syntrophomonadaceae|Syntrophomonas|Syntrophomonas wolfei",0.0,2054.0,2164.0,1874.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2273.0,0.0,0.0,980.0,1276.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6653.0,0.0,0.0,3609.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|[Eubacterium] eligens",0.0,231.0,135.0,128.0,0.0,0.0,130.0,78.0,209.0,1.0,0.0,214.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,183.0,0.0,4.0,9.0,48.0,0.0,99.0,65.0,0.0,24.0,102.0,62.0,0.0,11.0,0.0,0.0,0.0,0.0,371.0,0.0,0.0,96.0,0.0
"Bacteria|NA|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|[Eubacterium] hallii",0.0,137.0,108.0,109.0,131.0,0.0,3571.0,2420.0,3274.0,911.0,115.0,2367.0,3.0,134.0,0.0,649.0,287.0,0.0,0.0,881.0,13.0,654.0,884.0,349.0,73.0,76.0,671.0,251.0,18.0,54.0,1768.0,0.0,1803.0,30.0,0.0,15.0,0.0,303.0,0.0,0.0,58.0,125.0
